Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price,Car_Age
Toyota,Model A,2000,3.4,89301,Diesel,Manual,25562.38,25
Honda,Model B,2007,3.9,127939,Diesel,Manual,25574.0,18
Toyota,Model A,2016,3.8,36417,Electric,Manual,33639.7,9
Honda,Model B,2019,1.6,82678,Petrol,Automatic,28202.99,6
Audi,Model B,2011,1.9,186968,Petrol,Automatic,16858.43,14
Toyota,Model C,2001,1.5,122544,Diesel,Manual,21719.82,24
Toyota,Model E,2007,1.6,175329,Petrol,Manual,18403.98,18
BMW,Model D,2020,1.8,84247,Petrol,Manual,27695.92,5
Audi,Model E,2011,2.2,72112,Petrol,Automatic,28680.79,14
Audi,Model B,2004,2.9,26425,Petrol,Manual,26436.52,21
Honda,Model B,2005,3.2,55830,Petrol,Manual,24046.59,20
BMW,Model A,2020,1.8,142298,Diesel,Manual,28453.81,5
Toyota,Model A,2014,3.3,181312,Petrol,Manual,20993.42,11
Honda,Model C,2017,4.1,31288,Petrol,Manual,35445.68,8
Audi,Model D,2004,3.4,45156,Diesel,Manual,21369.62,21
Audi,Model C,2003,2.8,184701,Petrol,Manual,19636.21,22
Honda,Model B,2001,3.8,49402,Electric,Automatic,23113.73,24
Ford,Model A,2020,3.1,110948,Electric,Manual,29749.28,5
Ford,Model E,2011,4.2,190223,Petrol,Manual,25436.61,14
Honda,Model C,2011,2.7,62289,Electric,Automatic,24806.79,14
Ford,Model D,2001,3.1,154491,Diesel,Manual,15575.59,24
Honda,Model B,2006,3.3,126514,Diesel,Manual,22401.96,19
Audi,Model C,2011,2.9,49612,Electric,Manual,23381.4,14
BMW,Model C,2002,4.0,87943,Diesel,Automatic,22170.41,23
Ford,Model A,2004,3.6,45018,Electric,Automatic,27206.87,21
Toyota,Model E,2008,4.1,5544,Petrol,Automatic,30269.3,17
Toyota,Model D,2019,1.8,103620,Electric,Automatic,28770.86,6
Toyota,Model A,2010,2.8,193907,Electric,Automatic,19379.63,15
Ford,Model B,2021,2.5,198105,Petrol,Manual,21971.46,4
Ford,Model D,2003,4.0,177613,Electric,Automatic,19685.35,22
Toyota,Model E,2004,2.0,111464,Electric,Manual,21246.94,21
Honda,Model E,2013,4.5,47596,Electric,Automatic,29827.34,12
Honda,Model D,2003,2.0,18674,Electric,Automatic,20838.65,22
Toyota,Model E,2004,1.7,185199,Diesel,Automatic,14071.1,21
Honda,Model E,2004,2.4,180992,Diesel,Automatic,14519.92,21
Ford,Model E,2009,4.2,62430,Diesel,Manual,26348.54,16
Audi,Model D,2014,3.2,45963,Diesel,Automatic,29630.84,11
Honda,Model A,2006,3.9,198090,Diesel,Automatic,21320.14,19
Toyota,Model E,2003,3.3,95830,Diesel,Automatic,20907.93,22
Ford,Model D,2004,2.6,159278,Petrol,Automatic,15972.34,21
BMW,Model D,2002,3.2,6621,Petrol,Manual,27486.49,23
BMW,Model B,2003,1.8,47354,Electric,Manual,20274.9,22
Toyota,Model B,2020,4.2,181292,Diesel,Automatic,32331.16,5
Toyota,Model C,2006,1.9,155339,Electric,Automatic,17679.53,19
Ford,Model C,2015,3.6,5126,Electric,Manual,31339.33,10
Ford,Model B,2004,3.4,99600,Petrol,Manual,22243.04,21
Audi,Model D,2006,3.4,59924,Petrol,Automatic,22480.99,19
Toyota,Model D,2015,2.6,82253,Petrol,Manual,26228.81,10
Audi,Model E,2021,4.5,113246,Petrol,Manual,30839.4,4
Honda,Model B,2020,3.3,122445,Diesel,Manual,28898.96,5
Toyota,Model B,2016,4.2,56718,Petrol,Manual,33720.17,9
Honda,Model B,2007,2.8,29488,Diesel,Manual,27118.16,18
BMW,Model E,2013,2.6,10468,Diesel,Manual,31303.7,12
Audi,Model A,2020,3.0,99685,Diesel,Automatic,27188.86,5
BMW,Model A,2013,4.1,38321,Petrol,Manual,24621.67,12
Ford,Model C,2011,2.7,34111,Electric,Manual,24025.71,14
Toyota,Model D,2004,2.1,108414,Petrol,Automatic,19358.43,21
BMW,Model B,2012,2.5,64627,Electric,Manual,25115.18,13
Honda,Model A,2004,1.7,119639,Electric,Automatic,17198.68,21
Audi,Model A,2007,1.3,177195,Electric,Automatic,15779.82,18
Toyota,Model D,2019,4.2,53098,Electric,Manual,35657.66,6
Toyota,Model E,2019,2.7,25562,Petrol,Manual,32479.06,6
Ford,Model C,2014,3.3,27968,Petrol,Manual,27979.36,11
Audi,Model A,2011,2.8,49625,Electric,Automatic,31962.38,14
BMW,Model E,2015,1.4,32234,Petrol,Manual,25092.42,10
Toyota,Model B,2017,3.0,144290,Petrol,Automatic,27754.83,8
Toyota,Model E,2020,1.5,161628,Petrol,Manual,19475.46,5
Toyota,Model B,2004,1.7,44852,Petrol,Automatic,23934.59,21
Toyota,Model A,2009,2.0,143450,Electric,Manual,21934.23,16
BMW,Model D,2009,1.5,42971,Petrol,Automatic,18842.93,16
Ford,Model E,2020,1.6,83403,Diesel,Automatic,27886.35,5
BMW,Model D,2011,3.7,97139,Diesel,Manual,27878.69,14
Audi,Model A,2001,1.7,53246,Petrol,Manual,14732.11,24
Ford,Model E,2000,4.5,34942,Diesel,Automatic,29123.66,25
Toyota,Model D,2021,4.0,137456,Petrol,Automatic,34241.04,4
Audi,Model A,2002,3.0,167521,Diesel,Automatic,20315.05,23
Honda,Model B,2014,1.2,153898,Electric,Manual,22771.26,11
BMW,Model B,2017,3.4,197664,Diesel,Automatic,23392.18,8
Honda,Model B,2000,4.4,28412,Electric,Manual,25014.56,25
BMW,Model B,2020,3.0,195338,Petrol,Manual,22776.01,5
BMW,Model B,2017,3.5,92539,Petrol,Automatic,29548.69,8
Honda,Model E,2012,2.8,15698,Diesel,Manual,24473.44,13
Ford,Model E,2004,3.4,178193,Diesel,Manual,17825.32,21
BMW,Model D,2019,1.6,84357,Petrol,Automatic,27574.85,6
Audi,Model A,2017,1.3,187245,Diesel,Manual,18450.02,8
Ford,Model B,2006,2.7,110086,Petrol,Manual,16439.94,19
Ford,Model A,2014,3.9,169198,Diesel,Manual,23649.06,11
Audi,Model C,2017,4.3,1046,Electric,Automatic,36919.56,8
Audi,Model E,2014,1.4,75875,Electric,Manual,22274.56,11
BMW,Model B,2011,3.2,62034,Petrol,Manual,26753.08,14
Ford,Model D,2021,4.3,173228,Petrol,Automatic,31584.06,4
Toyota,Model E,2006,3.9,12459,Petrol,Manual,28624.21,19
Audi,Model E,2007,3.4,165979,Diesel,Manual,23874.85,18
BMW,Model D,2010,1.2,71694,Electric,Automatic,20745.12,15
Audi,Model B,2011,1.8,101262,Diesel,Manual,25013.96,14
Honda,Model B,2016,3.4,7586,Electric,Manual,34996.33,9
Honda,Model C,2014,4.1,61818,Diesel,Manual,33389.96,11
Ford,Model B,2008,4.4,5331,Electric,Automatic,32504.49,17
Honda,Model B,2004,2.5,130865,Electric,Automatic,17344.64,21
Audi,Model A,2004,3.0,34675,Electric,Automatic,29581.02,21
Honda,Model A,2020,1.3,62519,Diesel,Manual,27730.1,5
Toyota,Model D,2012,1.6,88718,Diesel,Automatic,21184.23,13
Audi,Model D,2007,2.8,175786,Diesel,Automatic,20967.06,18
Honda,Model B,2015,1.3,48343,Petrol,Manual,32965.54,10
Honda,Model A,2020,2.1,197487,Petrol,Manual,24801.76,5
BMW,Model B,2021,4.1,103715,Electric,Manual,29520.77,4
Toyota,Model A,2017,4.4,87555,Diesel,Automatic,30452.53,8
BMW,Model A,2006,3.2,187863,Petrol,Manual,18261.24,19
Ford,Model D,2007,3.8,112630,Petrol,Automatic,21753.19,18
BMW,Model D,2006,3.7,170276,Diesel,Automatic,18007.27,19
BMW,Model D,2012,4.1,73915,Electric,Manual,32681.17,13
Honda,Model C,2021,1.6,18898,Petrol,Manual,28915.01,4
Ford,Model A,2002,4.5,139804,Diesel,Manual,21021.5,23
Toyota,Model E,2005,2.3,146372,Diesel,Manual,17291.47,20
Audi,Model A,2010,1.6,61155,Diesel,Manual,24781.83,15
Toyota,Model A,2002,3.4,30971,Petrol,Automatic,24280.82,23
Audi,Model A,2008,1.2,94458,Electric,Manual,17066.9,17
Audi,Model D,2018,1.3,119736,Petrol,Manual,22902.84,7
Toyota,Model C,2021,1.1,133685,Petrol,Manual,22397.92,4
Ford,Model C,2005,2.7,89809,Diesel,Automatic,19684.24,20
Audi,Model A,2015,1.8,102647,Petrol,Manual,21597.23,10
Toyota,Model D,2004,4.2,198756,Diesel,Automatic,19138.77,21
Audi,Model A,2001,3.9,72060,Petrol,Automatic,23747.8,24
Toyota,Model C,2007,2.6,68525,Electric,Manual,21299.17,18
BMW,Model A,2014,2.5,13950,Petrol,Manual,26520.96,11
Toyota,Model B,2011,3.9,121256,Electric,Automatic,24402.85,14
BMW,Model B,2003,3.5,39069,Petrol,Automatic,22976.05,22
Ford,Model C,2015,1.4,96829,Electric,Automatic,21204.95,10
Audi,Model D,2008,2.3,118055,Diesel,Automatic,19529.6,17
Toyota,Model E,2002,2.6,42773,Petrol,Manual,21130.57,23
Ford,Model A,2003,4.2,186318,Diesel,Automatic,19746.04,22
Toyota,Model C,2006,3.6,114595,Electric,Automatic,21354.81,19
Ford,Model A,2005,2.8,169912,Petrol,Manual,16893.74,20
Honda,Model A,2003,3.5,57803,Electric,Manual,25225.88,22
BMW,Model A,2009,4.0,176427,Diesel,Automatic,18772.81,16
Toyota,Model C,2019,2.6,94071,Electric,Automatic,31685.58,6
Toyota,Model D,2010,3.2,173355,Diesel,Manual,22185.59,15
Honda,Model C,2001,1.3,35509,Petrol,Automatic,19533.35,24
BMW,Model C,2019,1.4,123384,Diesel,Manual,27646.43,6
Toyota,Model D,2015,2.1,100165,Electric,Manual,20633.79,10
Toyota,Model A,2016,1.5,12215,Diesel,Automatic,27650.68,9
Audi,Model B,2021,3.1,32054,Electric,Automatic,34691.04,4
BMW,Model D,2009,2.1,81567,Diesel,Automatic,25793.09,16
Honda,Model C,2012,3.2,45219,Petrol,Manual,28385.5,13
Audi,Model B,2000,1.5,24836,Petrol,Manual,22153.4,25
Toyota,Model A,2015,3.5,95873,Diesel,Automatic,29769.17,10
Toyota,Model C,2012,2.1,30361,Petrol,Automatic,31409.69,13
Audi,Model D,2015,3.5,167564,Electric,Automatic,23620.18,10
Ford,Model B,2000,3.7,40994,Electric,Manual,22181.22,25
Toyota,Model E,2007,1.3,134443,Diesel,Manual,20616.13,18
Honda,Model D,2014,4.4,98170,Diesel,Manual,33143.74,11
Toyota,Model E,2019,1.1,37907,Electric,Manual,28364.04,6
Ford,Model D,2004,2.4,97193,Petrol,Automatic,20404.08,21
Audi,Model A,2007,1.0,45154,Petrol,Automatic,23760.08,18
Ford,Model B,2001,4.4,13642,Petrol,Manual,26226.5,24
Audi,Model E,2002,2.8,83399,Diesel,Automatic,20565.52,23
Toyota,Model D,2020,3.5,18703,Petrol,Manual,34573.13,5
Audi,Model C,2013,4.2,25322,Petrol,Automatic,29871.09,12
Honda,Model A,2018,2.3,167640,Petrol,Automatic,23482.77,7
BMW,Model B,2017,2.7,168451,Diesel,Manual,19982.5,8
Ford,Model C,2014,3.0,113145,Diesel,Manual,28294.61,11
Audi,Model D,2008,3.6,51689,Petrol,Automatic,31045.97,17
Audi,Model D,2019,3.0,85801,Petrol,Manual,28396.31,6
Honda,Model B,2021,3.7,157433,Diesel,Manual,32166.43,4
Honda,Model E,2004,4.2,151316,Petrol,Manual,22174.12,21
BMW,Model D,2013,3.3,74657,Petrol,Automatic,26781.7,12
Audi,Model D,2003,2.5,83253,Diesel,Manual,24806.79,22
Honda,Model A,2020,2.4,152954,Diesel,Manual,24775.97,5
Toyota,Model E,2005,1.6,9899,Diesel,Manual,25060.01,20
Audi,Model A,2006,1.8,147856,Diesel,Manual,16806.31,19
Honda,Model E,2000,3.8,112174,Diesel,Automatic,24157.11,25
BMW,Model C,2007,3.7,190474,Electric,Manual,16514.96,18
Toyota,Model C,2017,2.8,23575,Electric,Manual,33856.61,8
Audi,Model A,2004,3.0,185967,Electric,Automatic,16241.86,21
Honda,Model C,2001,3.4,62273,Petrol,Automatic,23311.35,24
Audi,Model E,2012,2.1,44665,Diesel,Automatic,26440.5,13
BMW,Model A,2007,2.5,127749,Diesel,Manual,20916.3,18
Audi,Model D,2019,1.0,31135,Petrol,Manual,26419.22,6
BMW,Model B,2019,1.5,17924,Electric,Manual,33919.77,6
Toyota,Model A,2006,3.0,191269,Petrol,Automatic,19642.78,19
Honda,Model D,2016,2.1,182736,Diesel,Automatic,23659.67,9
Audi,Model E,2017,2.7,125948,Petrol,Manual,24806.79,8
Toyota,Model A,2018,2.2,69133,Electric,Automatic,27107.48,7
BMW,Model B,2010,1.8,199818,Petrol,Manual,19269.59,15
Audi,Model D,2014,2.1,125807,Diesel,Manual,22004.31,11
Toyota,Model D,2012,4.2,155708,Electric,Manual,25354.11,13
Honda,Model D,2001,2.3,819,Electric,Manual,21859.08,24
Ford,Model C,2013,3.0,43524,Diesel,Automatic,29452.31,12
Toyota,Model D,2016,1.4,5656,Diesel,Automatic,29475.1,9
BMW,Model A,2004,4.0,21677,Diesel,Manual,28333.71,21
BMW,Model C,2007,1.6,127377,Diesel,Manual,23804.71,18
Ford,Model D,2011,3.9,141559,Diesel,Automatic,26005.63,14
Honda,Model A,2016,4.5,34675,Diesel,Manual,32940.25,9
BMW,Model D,2019,3.1,168544,Petrol,Manual,27904.21,6
BMW,Model C,2006,1.3,25547,Diesel,Manual,25468.4,19
Ford,Model C,2010,2.2,126675,Electric,Manual,20022.05,15
Audi,Model A,2012,2.8,88297,Diesel,Manual,28414.88,13
Audi,Model A,2006,3.4,90915,Petrol,Manual,21355.69,19
Audi,Model D,2003,2.4,8779,Petrol,Manual,26368.51,22
BMW,Model A,2016,1.5,82191,Diesel,Automatic,22894.12,9
Toyota,Model E,2003,1.9,4512,Diesel,Manual,23735.16,22
Honda,Model E,2004,4.2,186583,Petrol,Automatic,22303.83,21
BMW,Model C,2002,4.1,1096,Electric,Automatic,30362.77,23
BMW,Model B,2006,4.3,180904,Petrol,Manual,19770.77,19
Audi,Model A,2010,3.0,124390,Petrol,Automatic,23651.52,15
Audi,Model D,2000,2.1,59325,Petrol,Manual,18554.6,25
Toyota,Model D,2009,3.6,127117,Petrol,Manual,24299.17,16
Honda,Model B,2003,3.9,52292,Diesel,Manual,25488.94,22
Toyota,Model A,2009,2.4,193850,Petrol,Automatic,16934.01,16
Honda,Model E,2013,1.6,79222,Electric,Automatic,24977.28,12
Audi,Model E,2007,3.0,46264,Diesel,Automatic,23703.96,18
BMW,Model C,2004,4.2,162975,Petrol,Manual,19510.86,21
BMW,Model D,2020,1.2,100361,Electric,Automatic,29847.47,5
Honda,Model B,2010,1.1,144569,Diesel,Automatic,20053.27,15
BMW,Model C,2017,4.4,151552,Electric,Automatic,29474.47,8
Audi,Model D,2010,1.1,119724,Electric,Automatic,20940.17,15
Ford,Model C,2018,3.2,22319,Electric,Automatic,32582.21,7
Ford,Model A,2006,2.0,160962,Petrol,Manual,17478.19,19
Audi,Model A,2002,3.5,1302,Petrol,Automatic,27870.38,23
Honda,Model E,2000,3.2,116545,Electric,Manual,18669.86,25
BMW,Model A,2012,3.1,112691,Petrol,Automatic,25987.66,13
Toyota,Model E,2000,1.5,106364,Electric,Manual,14525.76,25
Honda,Model D,2011,2.5,116886,Diesel,Automatic,20223.96,14
Toyota,Model D,2010,2.0,180429,Petrol,Manual,16183.16,15
Toyota,Model E,2003,3.3,22969,Diesel,Automatic,25300.87,22
Honda,Model D,2017,1.9,169064,Diesel,Manual,21996.47,8
BMW,Model D,2009,1.8,83593,Diesel,Automatic,24628.61,16
Audi,Model B,2015,2.3,13739,Petrol,Manual,30731.37,10
Audi,Model E,2014,4.0,18468,Petrol,Manual,33794.05,11
Audi,Model C,2002,1.5,183716,Petrol,Manual,14376.69,23
Ford,Model B,2013,4.1,130967,Diesel,Manual,27001.73,12
Ford,Model E,2006,1.6,151625,Petrol,Manual,17277.4,19
Audi,Model C,2000,2.8,162113,Electric,Automatic,17361.82,25
Toyota,Model D,2009,2.1,46094,Electric,Automatic,23945.53,16
Toyota,Model D,2003,4.4,123066,Petrol,Manual,21795.01,22
BMW,Model D,2014,3.1,78183,Petrol,Automatic,29790.1,11
BMW,Model D,2009,4.3,121356,Petrol,Automatic,26654.16,16
Toyota,Model A,2006,2.1,94183,Petrol,Manual,22851.3,19
Honda,Model A,2000,4.4,111875,Diesel,Manual,20552.96,25
Honda,Model A,2015,2.9,180015,Diesel,Manual,24841.31,10
BMW,Model A,2008,2.6,169475,Electric,Automatic,20013.64,17
Toyota,Model A,2015,1.0,130942,Petrol,Manual,23066.34,10
Ford,Model D,2007,3.3,53638,Electric,Automatic,22496.03,18
BMW,Model E,2006,3.9,94359,Diesel,Automatic,26167.58,19
Audi,Model C,2017,1.3,125902,Electric,Manual,22985.26,8
Honda,Model E,2010,2.8,177045,Petrol,Manual,21013.57,15
Ford,Model D,2008,2.9,12454,Diesel,Manual,25670.54,17
BMW,Model A,2013,1.6,153192,Petrol,Automatic,17636.37,12
Honda,Model D,2002,3.3,18267,Petrol,Automatic,25820.66,23
Audi,Model C,2018,1.4,120263,Diesel,Automatic,24806.79,7
BMW,Model C,2005,2.8,136258,Electric,Automatic,15768.68,20
Toyota,Model D,2004,3.8,159836,Diesel,Manual,22789.94,21
Toyota,Model C,2002,3.8,104752,Diesel,Manual,23925.24,23
Audi,Model B,2010,4.4,93116,Petrol,Automatic,28078.18,15
Ford,Model D,2001,3.2,165567,Petrol,Manual,17126.51,24
Honda,Model C,2003,3.1,105212,Diesel,Automatic,24262.07,22
Toyota,Model A,2007,2.3,147979,Diesel,Automatic,23445.93,18
BMW,Model D,2005,1.3,64634,Diesel,Automatic,21669.65,20
Toyota,Model B,2007,3.1,31989,Diesel,Manual,29187.43,18
BMW,Model B,2006,4.5,173160,Petrol,Manual,23995.17,19
Ford,Model C,2015,2.4,28341,Electric,Automatic,28169.07,10
Toyota,Model A,2010,2.2,57450,Diesel,Automatic,27141.04,15
Audi,Model D,2019,2.4,60430,Electric,Manual,26793.75,6
BMW,Model B,2018,1.5,60487,Diesel,Automatic,27605.51,7
Toyota,Model B,2018,2.3,91646,Diesel,Manual,29711.34,7
Toyota,Model D,2001,2.4,96225,Petrol,Manual,20120.24,24
Audi,Model A,2015,3.7,65587,Electric,Automatic,30770.14,10
Toyota,Model B,2018,3.5,197503,Electric,Manual,23406.9,7
Audi,Model A,2004,4.2,149737,Petrol,Automatic,23263.93,21
Toyota,Model D,2019,3.4,128547,Electric,Automatic,26886.27,6
Honda,Model E,2000,3.7,33960,Diesel,Manual,24959.48,25
Ford,Model D,2013,1.4,21555,Electric,Manual,29061.43,12
Honda,Model D,2007,2.2,165674,Electric,Automatic,22365.34,18
Toyota,Model D,2001,2.9,47798,Petrol,Manual,23182.34,24
Toyota,Model A,2000,1.5,118854,Electric,Manual,16200.1,25
Ford,Model D,2003,1.9,99600,Electric,Automatic,14324.09,22
Ford,Model A,2005,1.3,54868,Petrol,Manual,20075.96,20
Audi,Model E,2017,4.4,86090,Diesel,Manual,29491.54,8
Ford,Model A,2013,4.3,109435,Petrol,Automatic,28155.03,12
Honda,Model D,2010,2.3,39060,Petrol,Automatic,28384.99,15
Toyota,Model E,2011,1.2,53974,Diesel,Automatic,19351.98,14
Toyota,Model A,2010,3.1,192875,Petrol,Automatic,23381.16,15
Ford,Model D,2002,1.6,98839,Diesel,Manual,17509.31,23
Toyota,Model D,2016,4.1,101264,Electric,Automatic,25452.44,9
Audi,Model E,2001,1.4,100563,Petrol,Manual,17429.38,24
Audi,Model B,2020,1.0,149286,Petrol,Manual,21821.59,5
Toyota,Model A,2005,1.4,198475,Diesel,Manual,14169.31,20
Audi,Model C,2014,2.3,116877,Diesel,Manual,24312.63,11
Toyota,Model C,2000,2.1,119410,Diesel,Manual,17004.13,25
Audi,Model C,2001,4.2,169269,Electric,Automatic,19899.68,24
Honda,Model A,2018,2.4,70657,Petrol,Manual,31811.28,7
Ford,Model C,2011,3.7,93136,Petrol,Manual,25601.65,14
Honda,Model D,2014,1.6,158083,Petrol,Manual,22253.57,11
Toyota,Model D,2003,3.8,13097,Electric,Automatic,24581.74,22
Ford,Model C,2003,3.4,158025,Electric,Automatic,19345.34,22
Toyota,Model B,2001,3.2,91068,Petrol,Automatic,23046.31,24
Honda,Model D,2017,2.0,42760,Diesel,Manual,30005.65,8
Toyota,Model C,2003,1.3,90519,Electric,Automatic,19519.03,22
Toyota,Model E,2005,3.0,175404,Diesel,Automatic,16951.02,20
Honda,Model E,2011,1.9,61929,Diesel,Automatic,23357.52,14
Ford,Model E,2005,3.9,46637,Petrol,Manual,21984.74,20
Audi,Model A,2000,4.3,93324,Electric,Automatic,22528.04,25
Audi,Model A,2005,2.4,118459,Petrol,Automatic,19442.64,20
Honda,Model A,2014,1.5,61719,Diesel,Automatic,27459.38,11
BMW,Model D,2019,4.0,146607,Petrol,Automatic,31993.5,6
Honda,Model B,2015,2.9,93095,Diesel,Manual,31157.55,10
Honda,Model B,2000,2.2,46963,Petrol,Manual,20781.13,25
Toyota,Model A,2000,1.4,4342,Petrol,Manual,21255.63,25
Audi,Model A,2013,1.6,155385,Diesel,Manual,20012.62,12
Ford,Model D,2000,2.6,45246,Diesel,Automatic,22883.58,25
Ford,Model D,2015,2.9,130687,Electric,Automatic,28485.68,10
Ford,Model C,2020,1.5,99600,Diesel,Manual,33242.99,5
Audi,Model C,2019,3.7,157763,Petrol,Automatic,27599.64,6
Ford,Model A,2018,4.0,154370,Diesel,Manual,26555.46,7
Toyota,Model C,2011,1.2,13785,Petrol,Manual,29877.59,14
Honda,Model A,2017,4.1,59938,Petrol,Automatic,33661.75,8
Audi,Model D,2019,1.2,100136,Petrol,Automatic,24779.96,6
Ford,Model C,2020,1.7,182643,Electric,Automatic,21151.13,5
Audi,Model C,2016,2.4,157484,Diesel,Automatic,27639.22,9
Audi,Model B,2009,1.7,164429,Electric,Automatic,23360.9,16
Honda,Model A,2004,2.8,139600,Electric,Automatic,20557.91,21
Audi,Model B,2004,4.1,106973,Electric,Automatic,21464.73,21
BMW,Model A,2021,1.5,148842,Electric,Automatic,26604.22,4
BMW,Model B,2012,3.4,81120,Electric,Manual,28742.32,13
BMW,Model C,2003,3.5,135423,Electric,Automatic,21692.1,22
Honda,Model E,2014,3.0,40902,Electric,Automatic,24879.86,11
Ford,Model C,2018,3.4,100167,Petrol,Automatic,27061.7,7
BMW,Model E,2015,3.8,18140,Diesel,Automatic,37334.85,10
Toyota,Model E,2006,2.3,47901,Diesel,Automatic,24517.49,19
Honda,Model A,2012,2.0,64569,Diesel,Automatic,24916.52,13
Ford,Model D,2009,4.0,64021,Electric,Manual,26873.76,16
Audi,Model C,2021,2.1,37631,Electric,Automatic,30333.86,4
Toyota,Model C,2001,3.0,158432,Electric,Manual,18195.4,24
BMW,Model C,2014,2.0,55324,Electric,Manual,30159.44,11
Toyota,Model A,2010,3.2,191181,Electric,Automatic,22796.64,15
Ford,Model B,2012,1.2,127191,Petrol,Manual,19835.61,13
Toyota,Model D,2017,1.9,169998,Petrol,Manual,24168.6,8
Toyota,Model B,2011,3.3,46662,Petrol,Automatic,26732.91,14
Audi,Model B,2018,1.9,92672,Diesel,Automatic,27199.57,7
Audi,Model E,2016,3.1,64024,Diesel,Manual,28732.47,9
BMW,Model E,2006,4.4,195394,Diesel,Manual,21371.53,19
Toyota,Model E,2017,2.7,83633,Electric,Automatic,26499.61,8
Ford,Model B,2001,2.3,58141,Petrol,Automatic,21358.37,24
Audi,Model B,2016,3.4,105422,Electric,Manual,25372.46,9
Ford,Model C,2007,1.9,86344,Electric,Manual,24080.36,18
Ford,Model E,2013,2.8,71124,Diesel,Manual,29740.21,12
Toyota,Model C,2015,3.3,84763,Petrol,Automatic,27647.47,10
Honda,Model B,2014,2.3,246,Diesel,Automatic,31811.91,11
Audi,Model C,2000,1.6,181733,Petrol,Manual,11017.49,25
Honda,Model B,2016,2.4,39701,Petrol,Manual,27388.18,9
BMW,Model A,2002,2.4,38920,Petrol,Automatic,22355.48,23
Toyota,Model E,2018,1.9,175042,Electric,Manual,22974.03,7
Honda,Model B,2001,1.9,133251,Diesel,Manual,14280.9,24
Ford,Model C,2014,4.2,84023,Electric,Manual,29894.57,11
Audi,Model A,2013,2.3,186786,Petrol,Automatic,21896.26,12
Ford,Model B,2000,3.1,116801,Diesel,Manual,23737.15,25
Audi,Model C,2002,4.1,7102,Electric,Manual,27636.6,23
BMW,Model A,2003,2.4,49877,Diesel,Manual,21175.74,22
BMW,Model E,2011,3.3,29088,Electric,Manual,29303.2,14
Honda,Model B,2007,2.2,35995,Diesel,Automatic,25807.69,18
Ford,Model B,2007,3.5,47554,Petrol,Manual,25323.37,18
Toyota,Model C,2006,1.0,185643,Electric,Manual,16346.05,19
Honda,Model E,2013,2.5,97211,Diesel,Manual,25518.31,12
BMW,Model C,2008,1.9,108653,Petrol,Automatic,21175.27,17
Audi,Model D,2012,2.9,55644,Diesel,Manual,25001.57,13
Audi,Model B,2010,2.9,148186,Electric,Automatic,20215.3,15
Ford,Model E,2008,2.3,142096,Diesel,Automatic,19806.2,17
Ford,Model C,2004,2.4,152946,Diesel,Manual,19314.14,21
Audi,Model E,2020,2.4,13046,Petrol,Automatic,32960.96,5
Ford,Model A,2001,3.0,11261,Diesel,Automatic,25259.58,24
Audi,Model E,2002,4.4,107896,Diesel,Manual,20169.63,23
BMW,Model A,2018,1.1,98829,Diesel,Manual,26134.94,7
BMW,Model E,2010,1.8,65536,Petrol,Automatic,22862.17,15
Ford,Model A,2011,4.3,157986,Petrol,Automatic,22545.09,14
Ford,Model A,2010,2.2,23070,Diesel,Automatic,24121.94,15
Audi,Model B,2003,2.8,108537,Diesel,Manual,18400.29,22
Audi,Model D,2021,1.1,86562,Diesel,Manual,28289.8,4
BMW,Model E,2002,3.9,8408,Diesel,Manual,28242.9,23
BMW,Model A,2010,2.2,40428,Diesel,Automatic,26949.81,15
Ford,Model B,2011,1.9,178552,Diesel,Automatic,20784.61,14
BMW,Model B,2018,2.5,162446,Petrol,Automatic,27379.74,7
Toyota,Model C,2009,2.5,13295,Diesel,Automatic,30451.89,16
Honda,Model C,2021,4.5,168210,Electric,Manual,28296.56,4
Toyota,Model E,2016,3.6,167991,Diesel,Manual,25953.88,9
Ford,Model A,2002,4.0,146193,Diesel,Automatic,20717.22,23
Honda,Model D,2002,4.5,51775,Petrol,Automatic,27559.65,23
BMW,Model D,2018,1.3,193168,Electric,Manual,22239.78,7
Honda,Model C,2012,3.2,111545,Diesel,Manual,23413.7,13
Ford,Model B,2015,3.7,27235,Diesel,Automatic,33214.08,10
Honda,Model C,2008,3.6,83536,Electric,Automatic,23878.84,17
Ford,Model B,2014,3.8,196233,Petrol,Manual,23899.36,11
Honda,Model B,2017,3.8,184240,Electric,Manual,25957.51,8
Audi,Model C,2011,1.8,181178,Electric,Automatic,16030.11,14
Honda,Model B,2020,3.2,13055,Diesel,Manual,35605.82,5
Ford,Model E,2008,2.5,81221,Electric,Automatic,26941.63,17
Ford,Model B,2003,3.3,168136,Diesel,Manual,15864.39,22
Audi,Model D,2003,3.9,65150,Petrol,Automatic,23540.01,22
Audi,Model A,2007,2.3,100489,Electric,Automatic,22630.27,18
Toyota,Model A,2000,2.8,76252,Petrol,Manual,18446.11,25
Toyota,Model D,2010,2.7,34812,Diesel,Automatic,28563.26,15
Ford,Model E,2017,2.2,134419,Petrol,Manual,25126.17,8
BMW,Model B,2005,4.1,171764,Diesel,Manual,18705.79,20
Ford,Model E,2017,4.3,96516,Electric,Manual,30834.31,8
BMW,Model D,2005,1.6,9322,Electric,Manual,25920.63,20
Ford,Model D,2006,1.0,67326,Petrol,Manual,20185.02,19
