Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price
Toyota,Model B,2007.0,4.2,182024.0,Electric,Manual,20670.13451866092
Honda,Model A,2002.0,2.9,76123.0,Petrol,Automatic,20458.04855012638
Audi,Model A,2007.0,2.0,182208.0,Petrol,Manual,19028.733949443675
Honda,Model E,2003.0,4.3,156664.0,Petrol,Automatic,20539.14459337022
Ford,Model C,2014.0,3.1,24242.0,Electric,,30928.38579785065
Toyota,Model D,2013.0,1.6,161699.0,Petrol,Automatic,23080.626807092834
BMW,Model E,2007.0,3.7,89647.0,Electric,Automatic,22323.174040867147
Honda,Model C,2009.0,3.7,82078.0,Electric,Automatic,29767.97573200417
Toyota,Model E,2008.0,2.2,115288.0,Petrol,Automatic,19926.880933444794
Ford,Model D,2003.0,,116581.0,Diesel,Manual,25861.960487938308
Toyota,Model D,2004.0,1.5,189191.0,Diesel,Manual,16728.921952615397
Audi,Model C,2012.0,1.1,137562.0,Diesel,Manual,21185.836843858564
Honda,Model A,2000.0,3.4,60245.0,Petrol,Automatic,23612.783868061146
Honda,Model B,2018.0,4.0,156305.0,Diesel,Automatic,30357.84501067062
Audi,Model D,2005.0,1.4,45610.0,Petrol,Automatic,19510.309794221503
Audi,Model E,2006.0,4.0,184062.0,Diesel,Manual,22325.988190220203
Honda,Model D,2017.0,3.7,182609.0,Petrol,Manual,23249.301135709597
Honda,Model A,2006.0,2.0,31811.0,Diesel,Manual,24275.831257624177
Honda,Model E,2010.0,2.2,102697.0,Electric,Manual,22666.729780141075
Honda,Model D,2011.0,1.0,36582.0,Petrol,Automatic,20055.450628735067
Toyota,Model D,2006.0,1.5,190877.0,Diesel,Automatic,17028.874540493623
Ford,Model B,2021.0,1.8,4489.0,Petrol,Automatic,35956.80600946321
Honda,Model A,2020.0,2.2,84986.0,Electric,Automatic,28486.222502875586
,Model A,2014.0,4.3,48938.0,Petrol,Automatic,31789.481450365925
Toyota,Model D,2001.0,,29234.0,Electric,Manual,22228.708580575105
Audi,Model A,2004.0,3.1,4226.0,Diesel,Manual,29622.90704880894
Audi,Model E,2000.0,3.0,175910.0,Petrol,Automatic,16760.025362430053
Honda,Model E,2012.0,3.8,8451.0,Electric,Automatic,29808.078445440027
Audi,Model E,2003.0,2.8,119490.0,Petrol,Manual,18408.78163835798
BMW,Model E,2002.0,2.0,130140.0,Diesel,Automatic,21513.99512653927
Audi,Model D,2014.0,4.1,74010.0,Diesel,Automatic,32010.235077087484
Audi,Model E,2000.0,3.3,53202.0,Diesel,Manual,21277.411741516305
Toyota,Model E,2011.0,2.1,89109.0,Diesel,Automatic,20515.9864020878
Audi,Model B,2011.0,2.4,97565.0,Petrol,Automatic,20308.142350423597
Audi,Model C,2014.0,2.7,46536.0,Petrol,Manual,28529.83126189349
BMW,Model E,2019.0,4.3,35371.0,Petrol,Manual,38564.38400739999
Audi,Model C,2002.0,1.4,133281.0,Electric,Automatic,15213.003434927925
Ford,Model C,2005.0,3.3,71693.0,Diesel,Automatic,23294.637893893665
Honda,Model C,2007.0,2.4,152496.0,Petrol,Manual,18353.59313996801
Honda,Model A,2008.0,4.3,162148.0,Diesel,Manual,22548.475602994564
Toyota,Model B,2002.0,3.6,115812.0,Petrol,Automatic,21870.46365659096
Audi,Model A,2019.0,3.5,54681.0,Diesel,Automatic,35812.39825867553
Ford,Model D,2018.0,4.0,89361.0,Electric,Automatic,33365.27948888825
Honda,Model B,2006.0,4.0,47993.0,Diesel,Manual,27398.421680750824
Audi,Model B,2006.0,4.1,97251.0,Electric,Automatic,24001.78775928831
Honda,Model D,2018.0,1.1,146820.0,Petrol,Manual,26814.117943138805
BMW,Model A,2001.0,2.1,46062.0,Electric,Manual,20819.67644423125
Honda,Model A,2003.0,3.5,54428.0,Diesel,Manual,25118.298248381296
Honda,Model E,2005.0,2.5,108030.0,Electric,Automatic,23441.76400803562
BMW,Model D,2005.0,3.9,102439.0,Diesel,Manual,24316.619114598845
Honda,Model E,2017.0,2.7,179398.0,Electric,Automatic,24115.91923858544
BMW,Model B,2000.0,1.5,31207.0,Petrol,Automatic,20998.42804094395
Audi,Model C,2010.0,1.9,167831.0,Diesel,Automatic,16251.121731234867
Ford,Model E,2010.0,2.7,18564.0,Petrol,Automatic,30564.827100843984
BMW,Model A,2010.0,1.8,107083.0,Electric,Automatic,22166.584651265908
BMW,,2005.0,2.6,105152.0,Petrol,Manual,21785.30230539793
Honda,Model B,2021.0,1.6,5949.0,Electric,Manual,29538.7870699629
BMW,Model D,2012.0,1.8,189624.0,Diesel,Automatic,18716.75479986264
Toyota,Model A,2002.0,3.4,142290.0,Petrol,Automatic,19130.90608410628
Ford,Model C,2011.0,3.1,121106.0,Diesel,Manual,25380.59969720937
Audi,Model E,2002.0,2.1,123754.0,Petrol,Automatic,14874.512005808352
Ford,Model B,2018.0,4.3,119496.0,Petrol,Automatic,30837.959882654926
BMW,Model E,2000.0,2.6,176478.0,Diesel,Manual,16224.16960300496
Honda,Model D,2009.0,1.4,11771.0,Diesel,Manual,25291.8973226756
Toyota,Model B,2021.0,2.4,30028.0,Petrol,Manual,32616.99749596326
Toyota,Model A,2017.0,1.9,162839.0,Diesel,Manual,25970.61551570032
Toyota,Model A,2008.0,2.5,55070.0,Electric,Manual,23312.34683308345
Honda,Model A,2018.0,4.2,92672.0,Diesel,Automatic,31899.081395282006
Honda,Model C,2011.0,3.2,185387.0,Electric,Automatic,23308.75077728771
Honda,Model E,2015.0,2.4,78451.0,Diesel,Manual,27922.61276836547
Ford,Model D,2003.0,2.7,94744.0,Petrol,Manual,21384.82940056411
Toyota,Model D,2015.0,4.3,32272.0,Electric,Automatic,31516.885512532284
Honda,Model D,2017.0,1.5,26631.0,Electric,Automatic,26949.095747900443
Toyota,Model A,2003.0,2.9,111458.0,Petrol,Manual,18958.63148870367
Audi,Model A,2000.0,3.3,113457.0,Electric,Automatic,16919.87780730741
Honda,Model D,2005.0,1.3,5613.0,Electric,Automatic,24775.88903099357
Toyota,Model C,2012.0,1.1,47540.0,Electric,Automatic,29283.168281352224
Toyota,Model A,2021.0,3.4,15908.0,Diesel,Automatic,32651.34446411136
Toyota,Model C,2003.0,3.0,27113.0,Electric,Manual,22890.70593211373
BMW,Model E,2019.0,1.4,98259.0,Diesel,Manual,25743.283468815356
Toyota,Model B,2016.0,2.1,66039.0,Petrol,Automatic,27203.222913904323
Toyota,Model D,2012.0,2.8,161235.0,Diesel,Manual,23636.9735397581
Audi,Model A,2017.0,1.9,165716.0,Petrol,Automatic,22532.97443995585
Honda,Model B,2017.0,4.3,3230.0,Diesel,Automatic,35049.56614175143
Toyota,Model D,2017.0,2.1,43404.0,Petrol,Automatic,30128.328726725154
Toyota,Model B,2019.0,3.1,110997.0,Diesel,Manual,27441.244511891506
Ford,Model B,2015.0,3.9,132574.0,Petrol,Automatic,30531.2449354825
BMW,Model A,2020.0,1.2,19679.0,Petrol,Automatic,32231.499723748737
Honda,Model B,2004.0,3.0,199811.0,Diesel,Automatic,18105.37479795345
Toyota,Model C,2005.0,1.9,57590.0,Electric,Automatic,23537.327525078334
Ford,Model B,2021.0,3.3,157097.0,Diesel,Manual,24785.7493386817
BMW,Model B,2011.0,3.2,166325.0,Electric,Manual,24073.92784022777
,Model B,2021.0,1.6,166970.0,Diesel,Automatic,24535.754857156204
Honda,Model D,2018.0,3.0,140697.0,Diesel,Manual,27322.46494781448
Audi,Model B,2014.0,4.5,101525.0,Electric,Manual,31781.261662252287
BMW,Model D,2006.0,2.4,26730.0,Electric,Manual,25403.60786245585
Toyota,Model D,2005.0,1.3,134415.0,Diesel,Manual,16065.6190169966
BMW,Model A,2000.0,2.9,111140.0,Diesel,Manual,17047.08128627391
Toyota,Model D,2001.0,1.2,72598.0,Electric,Automatic,18920.202167668893
Toyota,Model B,2013.0,1.6,192979.0,,Manual,19135.965240552978
Audi,Model E,2010.0,1.0,121208.0,Diesel,Manual,20793.74912276568
Honda,Model B,2021.0,3.3,91374.0,Electric,Manual,35112.15124672808
Ford,Model B,2016.0,4.2,68781.0,Electric,Automatic,31307.1887003214
Toyota,Model B,2013.0,1.5,190614.0,Petrol,Automatic,16775.518982436795
Ford,Model C,2016.0,1.5,53223.0,Electric,Manual,27082.66449368628
Honda,Model E,2009.0,1.2,39876.0,Electric,Automatic,23937.32766882836
Ford,Model C,2004.0,3.6,12249.0,Electric,Manual,27163.21720839411
Audi,Model D,2010.0,3.2,194484.0,Petrol,Automatic,20695.889826927072
BMW,Model A,2021.0,4.1,52406.0,Petrol,Manual,37058.75511872299
Honda,Model E,2021.0,3.1,179117.0,Electric,Manual,26831.29121457038
Ford,Model E,2017.0,1.8,72150.0,Electric,Manual,24698.29008461356
Toyota,Model B,2006.0,4.2,111286.0,Petrol,Automatic,21103.22917099455
Audi,Model B,2015.0,1.4,157529.0,Electric,Manual,22100.9998884636
BMW,Model E,2008.0,3.6,191100.0,Petrol,Manual,20932.688187232907
Audi,Model A,2017.0,2.1,198387.0,Petrol,Automatic,23155.863760311488
Toyota,Model D,2000.0,3.3,90415.0,Petrol,Automatic,17471.94763524858
Honda,Model A,2006.0,3.6,15555.0,Petrol,Manual,30631.59074623053
Honda,Model C,2008.0,3.5,156225.0,Diesel,Manual,19584.219593642847
BMW,Model E,2010.0,2.1,166938.0,Electric,Manual,21010.39334498409
Ford,Model E,2012.0,1.8,42756.0,Diesel,Automatic,26345.833637084248
Toyota,Model D,2014.0,2.2,49009.0,Electric,Automatic,30505.76103143144
Audi,Model C,2017.0,2.3,38862.0,Electric,Automatic,30257.482470668936
Honda,Model D,2003.0,3.0,114886.0,Electric,Manual,24060.34230928868
Honda,Model A,2016.0,2.9,7744.0,Electric,Automatic,33496.83365944604
BMW,Model C,2018.0,2.0,46750.0,Electric,Manual,28431.62485837068
Toyota,Model A,2017.0,1.9,118571.0,Petrol,Manual,27870.879458038915
BMW,Model E,2018.0,2.2,78680.0,Petrol,Manual,27629.5399439771
Toyota,Model C,2001.0,2.1,96060.0,Diesel,Manual,21673.96015040331
Toyota,Model D,2004.0,1.2,164986.0,Diesel,Automatic,12439.427976539497
Honda,Model B,2003.0,3.6,130949.0,Diesel,Automatic,23769.50732751688
BMW,Model A,2010.0,1.9,54653.0,Petrol,Manual,28696.503548751105
Audi,Model E,2004.0,2.5,166936.0,Petrol,Automatic,15743.23483748794
Honda,Model E,2003.0,4.5,183714.0,Petrol,Manual,16637.663024064528
Toyota,Model A,2015.0,1.3,116934.0,Electric,Automatic,22820.376251599297
BMW,Model E,2020.0,4.5,115040.0,Diesel,Automatic,31157.99496865996
Audi,Model E,2006.0,3.7,179483.0,Petrol,Manual,19989.88536383756
BMW,Model B,2012.0,2.1,187024.0,Diesel,Manual,16175.20603701033
Toyota,,2006.0,2.4,159011.0,Diesel,Automatic,16879.58426347341
Ford,Model B,2021.0,1.5,183630.0,Electric,Automatic,25621.143167792998
BMW,Model B,2019.0,1.5,91497.0,Petrol,Manual,29540.438000221955
Honda,Model C,2021.0,2.5,194174.0,,Automatic,22952.533223279483
BMW,Model A,2002.0,3.3,169540.0,Diesel,Manual,21394.76113710663
Toyota,Model B,2014.0,2.3,118535.0,Electric,Automatic,24816.400833980624
BMW,Model B,2003.0,1.1,161391.0,Petrol,Automatic,15514.0382023309
Ford,Model B,2007.0,3.6,131364.0,Diesel,Manual,19003.09157525805
Honda,Model A,2009.0,2.2,198201.0,Electric,Manual,13264.680166568563
Toyota,Model D,2002.0,1.0,78233.0,Petrol,Automatic,17369.425079271517
BMW,Model D,2007.0,4.4,47951.0,Diesel,Manual,30708.58233136852
Ford,Model D,2009.0,1.3,56045.0,Petrol,Manual,20261.303590241165
Audi,Model E,2018.0,2.6,84875.0,Petrol,Manual,27079.62060654762
Honda,Model C,2020.0,3.3,136571.0,Electric,Automatic,32614.88758215584
Toyota,Model B,2007.0,3.8,9782.0,Petrol,Manual,28159.034645179083
Audi,Model A,2013.0,1.7,139881.0,Petrol,Manual,23387.27867391011
Audi,Model A,2003.0,1.0,118416.0,Petrol,Manual,16135.539218685935
BMW,Model C,2015.0,2.9,144755.0,Petrol,Automatic,25899.039669696027
BMW,Model B,2001.0,4.2,76676.0,Electric,Manual,23002.02161302447
Toyota,Model C,2014.0,1.1,9757.0,Petrol,Manual,28235.20244858106
Honda,Model E,2006.0,1.9,151671.0,Electric,Automatic,19732.616018851448
Toyota,Model C,2017.0,3.7,116408.0,Electric,Automatic,27602.16808504755
Toyota,Model A,2000.0,3.2,185000.0,Electric,Automatic,16364.11216999684
Honda,Model B,2021.0,4.4,181106.0,Electric,Automatic,33518.79819961909
Toyota,Model E,2000.0,2.8,69087.0,Electric,Manual,23466.528246436294
Toyota,Model A,2006.0,3.6,123216.0,Electric,Manual,21943.485275720406
Toyota,Model B,2004.0,1.1,83041.0,Diesel,Manual,18133.388287031907
Ford,Model C,2013.0,4.0,136898.0,Electric,Automatic,25696.58361936043
Audi,Model C,2009.0,3.1,9319.0,Petrol,Manual,29561.73534871058
Toyota,Model E,2016.0,3.8,102878.0,Petrol,Manual,32625.311776145605
Toyota,Model D,2009.0,2.3,169443.0,Electric,Manual,24363.316213052043
Ford,Model B,2001.0,1.0,75279.0,Electric,Manual,20797.12710084948
Toyota,Model A,2004.0,2.5,172078.0,Electric,Automatic,18445.694843739293
Audi,Model C,2006.0,1.2,85993.0,Petrol,Manual,18951.38574403442
Audi,Model C,2000.0,2.0,116942.0,Diesel,Manual,18770.696027365877
Ford,Model C,2004.0,1.1,108659.0,Electric,Manual,17781.649357861294
Honda,Model C,2009.0,2.8,113204.0,Petrol,Manual,24234.043284310123
Ford,Model B,2002.0,2.6,66301.0,Petrol,Automatic,20404.872230986926
BMW,Model A,2003.0,1.8,63741.0,Petrol,Manual,19000.33920312434
Honda,Model C,2017.0,2.9,1833.0,Electric,Automatic,32127.45593063573
BMW,Model E,2008.0,4.1,158192.0,Diesel,Automatic,20322.253366474983
Toyota,Model E,2002.0,3.4,189164.0,Electric,Manual,17854.06050051273
Honda,Model C,2016.0,4.1,156678.0,Petrol,Manual,26569.82887544692
Toyota,Model C,2014.0,1.2,65326.0,Diesel,Automatic,
BMW,Model A,2001.0,3.9,141373.0,Electric,Manual,18705.255897750463
Toyota,Model B,2000.0,4.0,124683.0,Diesel,Manual,21899.625747075363
Ford,Model B,2007.0,1.1,101844.0,Diesel,Manual,18378.281944756534
Honda,Model D,2015.0,1.8,171301.0,Petrol,Automatic,23477.22037349191
Audi,Model D,2018.0,3.8,5920.0,Petrol,Manual,37271.02572072495
Ford,Model E,2004.0,3.6,13217.0,Diesel,Manual,25119.181481422263
Ford,Model E,2004.0,2.0,180080.0,Petrol,Manual,15708.603928183027
BMW,Model D,2017.0,2.6,181689.0,Petrol,Automatic,26024.354788112418
Honda,Model E,2011.0,1.6,112501.0,Petrol,Automatic,20239.81213842625
Audi,Model C,2019.0,3.9,20098.0,Diesel,Manual,35408.82717771041
BMW,Model E,2012.0,3.7,93659.0,Diesel,Automatic,28351.34991928105
Audi,Model A,2017.0,2.2,103379.0,Diesel,Automatic,29166.16659358413
BMW,Model D,2002.0,4.4,18306.0,Electric,Manual,24805.34572654597
Honda,Model A,2004.0,1.7,116552.0,Electric,Manual,18721.696646420543
Ford,Model E,2011.0,4.4,187093.0,Electric,Manual,25815.027764173567
Ford,Model B,2000.0,2.0,178694.0,Diesel,Manual,11774.517692505417
Audi,Model D,2017.0,1.2,95013.0,Electric,Automatic,28603.271803181204
Audi,Model D,2016.0,1.3,146608.0,Diesel,Automatic,23236.345949747127
Audi,Model E,2011.0,2.6,2656.0,Electric,Manual,30747.751671901304
BMW,Model B,2008.0,3.8,53383.0,Electric,Manual,28558.92132978566
Ford,Model A,2009.0,2.9,40542.0,Diesel,Automatic,28783.14164670058
Ford,Model B,2021.0,3.5,164068.0,Diesel,Manual,27317.58663580316
Ford,Model C,2019.0,2.7,98969.0,Petrol,Manual,28992.714103397742
Ford,Model E,2017.0,3.4,135103.0,Diesel,Manual,26347.1102999288
Ford,Model D,2013.0,3.0,7190.0,Diesel,Manual,31944.194450956984
Audi,Model D,2020.0,3.3,110828.0,Petrol,Manual,32636.62744984794
Ford,Model A,2011.0,3.2,50451.0,Diesel,Manual,26212.30113218469
Ford,Model A,2008.0,2.4,153336.0,Petrol,Manual,21897.23846506764
Toyota,Model E,2007.0,3.5,76684.0,Electric,Manual,25833.986922559365
Honda,Model B,2018.0,4.0,9785.0,Petrol,Manual,34486.009205500355
Audi,Model C,2014.0,1.8,5733.0,Diesel,Manual,29340.06452484951
BMW,Model E,2011.0,2.7,47986.0,Electric,Manual,26874.12695164318
BMW,Model D,2010.0,4.1,102202.0,Diesel,,27383.32049190925
Honda,Model A,2007.0,3.9,132797.0,Petrol,Automatic,25732.56846296633
Toyota,Model C,2007.0,2.5,70610.0,Electric,Automatic,22552.180734829966
Toyota,Model B,2020.0,2.3,74007.0,Petrol,Manual,29614.740759832428
Toyota,Model A,2017.0,4.4,184589.0,Electric,Manual,29577.99223902211
BMW,Model A,2009.0,1.8,92334.0,Petrol,Automatic,24963.92111232445
Audi,Model C,2010.0,3.0,90743.0,Diesel,Automatic,25623.53943701432
BMW,Model A,2013.0,2.1,188576.0,Electric,Manual,20434.155092257908
Audi,Model D,2005.0,2.7,34820.0,Diesel,Automatic,23667.21195420921
Toyota,Model E,2015.0,1.4,197445.0,Petrol,Automatic,20168.82967703796
Ford,Model E,2008.0,3.9,156347.0,Electric,Manual,28299.348956096343
Ford,Model C,2006.0,2.4,183282.0,Diesel,Manual,12009.556706021447
BMW,Model C,2015.0,4.3,123190.0,Electric,Automatic,32570.03289348729
Toyota,Model D,2012.0,1.1,128738.0,Diesel,Automatic,20953.52972836221
BMW,Model A,2008.0,3.1,26154.0,Petrol,Automatic,29309.866093316487
Honda,Model D,2008.0,1.5,6782.0,Electric,Automatic,25661.906641929247
BMW,Model D,2020.0,1.8,139426.0,Petrol,Automatic,21970.619536358063
Ford,Model E,2007.0,3.8,46954.0,Petrol,Manual,25902.15546175625
Ford,Model C,2021.0,3.1,70580.0,Electric,Automatic,31031.491467073527
BMW,Model B,2015.0,3.7,41739.0,Electric,Manual,29859.617857130736
Honda,Model D,2021.0,3.9,68826.0,Electric,Manual,33551.55523965651
Audi,Model B,2001.0,3.1,87181.0,Petrol,Automatic,20875.616442064184
BMW,Model B,2012.0,3.2,167454.0,Diesel,Manual,21096.145367975805
Toyota,Model D,2021.0,1.1,110549.0,Electric,Manual,25979.480480147264
Audi,Model E,2019.0,1.4,67152.0,Electric,Manual,26844.98830044196
Toyota,Model E,2006.0,2.2,20242.0,Diesel,Automatic,24949.653046626278
Honda,Model A,2009.0,1.2,104050.0,Electric,Manual,20632.2222431384
Audi,Model E,2009.0,4.5,136215.0,Electric,Automatic,22756.09580655681
Audi,Model B,2008.0,4.4,189068.0,Diesel,Automatic,23514.547770111323
Audi,Model A,2005.0,3.4,69287.0,Electric,Manual,26744.86671623064
Honda,Model B,2006.0,2.2,39615.0,Petrol,Automatic,19530.74367415915
Toyota,Model A,2016.0,2.3,133287.0,Petrol,Manual,24776.536313423305
Toyota,Model D,2014.0,3.2,15306.0,Petrol,Manual,31889.444911526884
BMW,Model D,2012.0,2.3,22322.0,Electric,Automatic,30002.75004910505
Honda,Model C,2007.0,2.6,52916.0,Diesel,Automatic,24683.61253323463
Audi,Model D,2010.0,2.1,1209.0,,Automatic,26094.09235610002
Ford,Model D,2014.0,4.1,94658.0,Electric,Manual,30856.50470011028
BMW,Model D,2004.0,2.3,32279.0,Petrol,Manual,21920.924689843447
BMW,Model E,2009.0,3.3,15811.0,Electric,Manual,29112.93411228226
Honda,Model D,2014.0,1.6,57095.0,Diesel,Manual,29271.923043959807
Toyota,Model D,2014.0,1.2,97975.0,Petrol,Manual,19784.09585270108
Toyota,Model D,2006.0,1.8,13147.0,Diesel,Manual,24856.352852369146
Honda,Model A,2013.0,4.2,81247.0,Petrol,Automatic,31459.98006305332
Honda,Model D,2014.0,1.8,136527.0,Electric,Automatic,23630.93566602889
Ford,Model B,2011.0,3.7,80499.0,Petrol,Manual,25149.25826459991
BMW,Model E,2007.0,4.1,148704.0,Electric,Automatic,21229.390974313163
Honda,Model C,2005.0,4.0,69136.0,Electric,Automatic,24597.28840104856
Toyota,Model A,2011.0,4.3,27740.0,Petrol,Manual,33770.88884470078
BMW,Model C,2009.0,3.0,125871.0,Diesel,Manual,23453.064125832003
Honda,Model A,2001.0,2.3,185938.0,Petrol,Manual,17201.253449637232
Honda,Model D,2013.0,3.8,136406.0,Electric,Manual,28727.08721299657
BMW,Model A,2013.0,1.2,187436.0,Petrol,Manual,17522.423961768956
Audi,Model B,2004.0,2.6,161511.0,Diesel,Manual,15772.189873769506
Toyota,Model E,2008.0,1.8,57566.0,Electric,Manual,26177.64188611073
Audi,Model D,2014.0,1.3,162928.0,Diesel,Automatic,23036.55382278889
BMW,Model A,2014.0,2.9,480.0,Diesel,Manual,36259.92012714033
Honda,Model B,2015.0,2.1,136188.0,Electric,Automatic,26543.00460459153
Audi,Model B,2000.0,4.3,112413.0,Electric,Manual,24374.10894098512
Honda,Model D,2005.0,2.4,199929.0,Diesel,Automatic,18486.205257031128
Honda,Model B,2019.0,3.2,105101.0,Diesel,,29984.438871042377
Toyota,Model B,2015.0,4.4,7447.0,Diesel,Automatic,34807.96603524521
BMW,Model B,2007.0,2.3,133737.0,Diesel,Automatic,19123.190032909304
BMW,Model C,2006.0,2.7,38397.0,Petrol,Manual,25848.98424248383
BMW,Model E,2006.0,1.4,118480.0,Electric,Manual,17550.178000585893
Toyota,Model C,2001.0,2.3,188824.0,Petrol,Manual,13804.236320615082
Ford,Model A,2004.0,1.0,176453.0,Electric,Manual,11426.829417064702
Honda,Model C,2003.0,3.5,115933.0,Electric,Manual,22653.94230627848
Honda,Model C,2004.0,3.0,112070.0,Petrol,Manual,19417.195359356723
Audi,Model D,2000.0,3.5,9227.0,Diesel,Automatic,23099.60036673165
Ford,Model C,2010.0,4.4,63255.0,Diesel,Manual,28921.874470489474
Audi,Model E,2016.0,1.8,97130.0,Electric,Manual,24956.486390693983
Toyota,Model A,2018.0,,69489.0,Petrol,Automatic,34157.77572238672
Honda,Model A,2007.0,2.1,63566.0,Petrol,Manual,19876.577467008072
BMW,Model B,2011.0,1.1,146421.0,Diesel,Automatic,17428.84167463502
Audi,Model D,2010.0,3.4,119752.0,Petrol,Manual,24316.44266128641
BMW,Model C,2014.0,4.3,179306.0,Diesel,Automatic,26635.37788456082
Honda,Model E,2007.0,1.7,13930.0,Electric,Automatic,25305.58061538017
Audi,Model E,2014.0,4.1,129976.0,Petrol,Automatic,28357.342561253357
Ford,Model C,2013.0,3.1,98841.0,Electric,Manual,22443.449435784365
Toyota,Model E,2002.0,2.4,100198.0,Electric,Automatic,
Ford,Model B,2013.0,2.5,36070.0,Electric,Automatic,30927.68094313196
Audi,Model B,2021.0,1.1,80920.0,Diesel,Automatic,26416.331007629964
BMW,Model E,2019.0,3.9,166900.0,Petrol,Manual,31270.99383585535
Honda,Model A,2011.0,3.7,15406.0,Electric,Automatic,30451.80515510525
Audi,Model D,2010.0,1.2,142024.0,Electric,Manual,20217.418637475144
Toyota,Model E,2008.0,2.6,58051.0,Diesel,Automatic,25481.65361570292
Honda,Model E,2006.0,2.2,87043.0,Petrol,Manual,22204.72478382122
Ford,Model C,2005.0,2.7,94373.0,Petrol,Automatic,23761.37740209065
BMW,Model E,2016.0,3.9,39264.0,Petrol,Manual,30916.04090639091
Audi,Model E,2021.0,2.5,64115.0,Diesel,Manual,30491.13396309611
Ford,Model E,2013.0,3.5,105572.0,Electric,Automatic,23820.23168366086
BMW,Model D,2021.0,1.2,155905.0,Petrol,Automatic,23615.39696299711
Audi,Model D,2020.0,3.5,91990.0,Petrol,Automatic,28176.23438134933
Honda,Model D,2012.0,3.2,100190.0,Diesel,Automatic,26568.862127042063
Ford,Model A,2008.0,2.8,121714.0,Petrol,Automatic,20275.10623617609
Toyota,Model C,2004.0,3.3,99025.0,Diesel,Manual,20535.42871161845
BMW,Model A,2015.0,4.5,102754.0,Diesel,Automatic,29853.8845451546
BMW,Model E,2016.0,3.0,142482.0,Petrol,Manual,28275.59386512979
Audi,Model D,2009.0,2.6,122879.0,Diesel,Automatic,17481.973346294217
Audi,Model B,2017.0,2.4,52254.0,Petrol,Manual,28819.21403928962
Audi,Model D,2000.0,4.3,26877.0,Electric,Automatic,24012.24426961591
Audi,Model A,2016.0,1.2,117984.0,Diesel,Manual,23330.4068475976
Ford,Model B,2002.0,4.2,125527.0,Electric,Automatic,19477.68238946505
BMW,Model B,2007.0,4.0,50711.0,Electric,Automatic,26001.15865737023
BMW,Model C,2004.0,2.0,15574.0,Electric,Manual,26062.43366413462
BMW,Model D,2018.0,3.4,140833.0,Electric,Manual,28834.850641497786
Ford,Model B,2002.0,1.2,141607.0,Diesel,Automatic,11986.252898910596
Audi,Model A,2020.0,2.0,60853.0,Electric,Automatic,25118.01522165226
,Model C,2001.0,1.6,139393.0,Electric,Manual,14647.763527961495
Honda,Model C,2004.0,4.4,54390.0,Electric,Manual,29110.275170171943
BMW,Model E,2002.0,,23165.0,Petrol,Automatic,20624.0693669792
Honda,Model A,2002.0,1.5,177049.0,Diesel,Automatic,13678.731184102038
Ford,Model D,2004.0,1.7,170482.0,Electric,Automatic,15700.277229068415
BMW,Model B,2012.0,4.3,79021.0,Petrol,Automatic,28102.855349788908
Audi,Model B,2020.0,1.1,32068.0,Electric,Automatic,29801.48119262937
Ford,Model C,2019.0,1.7,49135.0,Diesel,Automatic,27929.03768378313
Audi,Model C,2000.0,2.9,100389.0,Diesel,Manual,19997.10879595089
Audi,Model A,2000.0,2.8,184101.0,Petrol,Manual,15550.267312819698
Audi,Model E,2004.0,1.6,90864.0,Diesel,Automatic,18101.70381582372
BMW,Model C,2019.0,3.0,59523.0,Electric,Automatic,33194.88070346229
Audi,Model B,,1.2,48071.0,Diesel,Manual,24154.30355281876
Audi,Model E,2012.0,3.5,149168.0,Diesel,Automatic,22900.888269960917
Toyota,Model C,2005.0,2.1,57083.0,Petrol,Automatic,21026.41031108779
Ford,Model E,2010.0,1.8,2728.0,Electric,Automatic,30738.31558706691
BMW,Model D,2015.0,4.2,127245.0,Diesel,Automatic,22095.237842495157
Ford,Model A,2007.0,2.1,75043.0,Petrol,Automatic,24870.87284899064
Audi,Model A,2005.0,2.0,22537.0,Electric,Automatic,23111.14150800152
Audi,Model E,2019.0,3.6,41961.0,Electric,Automatic,31699.47688447765
Ford,Model E,2000.0,3.3,159491.0,Petrol,Manual,19475.841140257337
Audi,Model E,2000.0,4.4,122346.0,Petrol,Automatic,20023.13888418024
BMW,Model D,2008.0,4.1,68383.0,Petrol,Manual,22916.615775288417
Honda,Model E,2002.0,4.0,148547.0,Electric,Manual,18381.23447022408
BMW,Model C,2005.0,2.9,106265.0,Diesel,Manual,
BMW,,2008.0,1.4,166315.0,Electric,Manual,20359.06942305732
Ford,Model D,2006.0,3.1,35579.0,Diesel,Manual,25902.55995095636
Toyota,Model E,2004.0,1.6,16486.0,Electric,Automatic,23791.427154739293
Toyota,Model B,2010.0,2.9,22334.0,Petrol,Automatic,27326.59707166192
BMW,Model D,2020.0,2.2,89832.0,Petrol,Automatic,30901.69683905252
BMW,Model B,2000.0,1.2,50377.0,Diesel,Manual,16695.758278867826
BMW,Model A,2002.0,1.7,52739.0,Diesel,Automatic,18122.494351084224
Toyota,Model E,2005.0,1.0,3910.0,Petrol,Automatic,23762.469365407283
Honda,Model C,2012.0,4.3,57704.0,Petrol,Automatic,30718.26437598232
Audi,Model D,2004.0,4.3,198393.0,Diesel,Automatic,19641.753281615853
